"","Month","Year","Type","Country","Activity","Gender","Injury","Time"
"1327","September",2005,"Unprovoked","AUSTRALIA","Standing","M","Injured","1000"
"1328","September",2005,"Unprovoked","USA","Wading","F","Injured","1100"
"1329","September",2005,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1600"
"1330","September",2005,"Unprovoked","USA","Surfing","M","Injured","0800"
"1331","September",2005,"Provoked","THAILAND","Fishing","M","Fatal","0800"
"1332","August",2005,"Unprovoked","AUSTRALIA","Diving","M","Fatal","0800"
"1333","August",2005,"Unprovoked","USA","Surfing","M","Injured","0800"
"1334","August",2005,"Unprovoked","USA","Surfing","M","Injured","1200"
"1335","August",2005,"Unprovoked","USA","Swimming","M","Injured","1200"
"1336","August",2005,"Unprovoked","USA","Wading","M","Injured","1200"
"1338","August",2005,"Unprovoked","USA","Surfing","M","Injured","1200"
"1339","August",2005,"Unprovoked","USA","Swimming","M","Injured","1200"
"1341","July",2005,"Unprovoked","USA","Wading","F","Injured","1200"
"1342","July",2005,"Unprovoked","USA","Surfing","M","Injured","1540"
"1343","July",2005,"Unprovoked","USA","Surfing","M","Injured","1540"
"1344","July",2005,"Unprovoked","LIBERIA","Swimming","M","Fatal","1540"
"1345","July",2005,"Provoked","CHINA","Diving","M","Injured","1540"
"1347","July",2005,"Unprovoked","USA","Swimming","M","Injured","1540"
"1348","July",2005,"Unprovoked","USA","Boating","F","Injured","1400"
"1349","July",2005,"Unprovoked","USA","Standing","M","Injured","1045"
"1350","June",2005,"Unprovoked","USA","Fishing","M","Injured","1900"
"1351","June",2005,"Unprovoked","USA","Swimming","F","Fatal","1600"
"1352","June",2005,"Unprovoked","VANUATU","Swimming","F","Fatal","1758"
"1353","June",2005,"Unprovoked","MEXICO ","Surfing","M","Injured","1758"
"1354","June",2005,"Unprovoked","USA","Swimming","M","No Injury","1100"
"1355","June",2005,"Unprovoked","USA","Swimming","M","Injured","1100"
"1356","June",2005,"Unprovoked","SOUTH KOREA","Diving","F","Injured","1400"
"1357","June",2005,"Unprovoked","USA","Surfing","F","Injured","1130"
"1358","June",2005,"Unprovoked","USA","Surfing","M","Injured","1100"
"1359","June",2005,"Unprovoked","SOUTH AFRICA","Diving","M","Fatal","1400"
"1360","June",2005,"Unprovoked","USA","Wading","M","Injured","1100"
"1361","May",2005,"Unprovoked","USA","Swimming","M","Injured","1100"
"1362","May",2005,"Unprovoked","USA","Others","F","Injured","1600"
"1363","May",2005,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"1364","May",2005,"Unprovoked","AUSTRALIA","Fishing","M ","Injured","1400"
"1365","May",2005,"Unprovoked","USA","Kayaking","M","No Injury","2030"
"1366","May",2005,"Unprovoked","MADAGASCAR","Fishing","M","Injured","1100"
"1367","May",2005,"Sea Disaster","USA","Air/Sea Disaster","M","No Injury","1100"
"1368","May",2005,"Unprovoked","USA","Surfing","M","No Injury","1100"
"1369","April",2005,"Provoked","AUSTRALIA","Fishing","M","Injured","1100"
"1371","April",2005,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1100"
"1372","April",2005,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1400"
"1373","April",2005,"Unprovoked","USA","Wading","F","Injured","1400"
"1374","April",2005,"Unprovoked","USA","Surfing","M","Injured","1400"
"1375","April",2005,"Unprovoked","USA","Surfing","M","Injured","1400"
"1377","April",2005,"Unprovoked","HONDURAS","Diving","F","Injured","1400"
"1378","March",2005,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"1379","March",2005,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1400"
"1380","March",2005,"Unprovoked","VENEZUELA","Surfing","M","Injured","1400"
"1381","March",2005,"Unprovoked","AUSTRALIA","Diving","M","Fatal","1400"
"1382","March",2005,"Provoked","USA","Diving","M","Injured","1400"
"1384","March",2005,"Provoked","NEW ZEALAND","Fishing","M","No Injury","1400"
"1385","March",2005,"Unprovoked","SOLOMON ISLANDS","Diving","M","Injured","1400"
"1386","February",2005,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1400"
"1387","February",2005,"Provoked","USA","Fishing","M","Injured","1400"
"1388","February",2005,"Unprovoked","USA","Surfing","M","No Injury","1400"
"1389","February",2005,"Unprovoked","USA","Fishing","M","Injured","1400"
"1390","February",2005,"Unprovoked","BRAZIL","Surfing","M","Injured","1400"
"1391","January",2005,"Unprovoked","CUBA","Swimming","M","Injured","2030"
"1392","January",2005,"Provoked","AUSTRALIA","Fishing","M","No Injury","1324"
"1393","January",2005,"Provoked","AUSTRALIA","Boating","M","No Injury","1324"
"1394","January",2005,"Unprovoked","NEW ZEALAND","Fishing","M","No Injury","1324"
"1395","December",2004,"Unprovoked","SRI LANKA","Others","F","No Injury","1900"
"1396","December",2004,"Unprovoked","AUSTRALIA","Boating","M","Fatal","1900"
"1397","December",2004,"Unprovoked","AUSTRALIA","Fishing","M","Fatal","1900"
"1398","November",2004,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"1399","November",2004,"Unprovoked","SOUTH AFRICA","Playing","M","Injured","2000"
"1400","November",2004,"Unprovoked","SOUTH AFRICA","Swimming","F","Fatal","1830"
"1401","November",2004,"Unprovoked","USA","Surfing","M","Injured","1830"
"1402","November",2004,"Unprovoked","VANUATU","Diving","M","Injured","1900"
"1403","November",2004,"Unprovoked","NEW CALEDONIA","Diving","M","Injured","1900"
"1404","October",2004,"Unprovoked","CUBA","Diving","M","Injured","1900"
"1406","October",2004,"Unprovoked","SOUTH AFRICA","Fishing","M","Injured","1730"
"1407","October",2004,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1730"
"1408","October",2004,"Unprovoked","USA","Surfing","M","Injured","1730"
"1409","October",2004,"Unprovoked","USA","Fishing","M","Injured","1400"
"1410","October",2004,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1400"
"1411","October",2004,"Unprovoked","REUNION","Surfing","M","Injured","1400"
"1412","October",2004,"Unprovoked","USA","Surfing","M","No Injury","1100"
"1413","October",2004,"Unprovoked","USA","Surfing","M","No Injury","1100"
"1414","September",2004,"Boating","AUSTRALIA","Fishing","M","No Injury","1100"
"1415","September",2004,"Unprovoked","USA","Surfing","M","Injured","1400"
"1416","September",2004,"Unprovoked","USA","Fishing","M","Injured","1200"
"1417","September",2004,"Unprovoked","BRAZIL","Swimming","M","Fatal","1230"
"1418","September",2004,"Unprovoked","USA","Jumping","F","Injured","1230"
"1419","August",2004,"Unprovoked","USA","Wading","F","Injured","1900"
"1420","August",2004,"Unprovoked","BRAZIL","Bathing","M","Injured","1400"
"1421","August",2004,"Unprovoked","USA","Surfing","M","Injured","1400"
"1422","August",2004,"Unprovoked","USA","Diving","M","Fatal","2000"
"1423","August",2004,"Unprovoked","USA","Swimming","M","Injured","1145"
"1424","August",2004,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1145"
"1425","August",2004,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1000"
"1426","July",2004,"Unprovoked","USA","Surfing","F","Injured","1000"
"1427","July",2004,"Unprovoked","RUSSIA","Diving","M","Injured","1000"
"1428","July",2004,"Unprovoked","USA","Surfing","F","Injured","1000"
"1429","July",2004,"Unprovoked","USA","Swimming","F","Injured","1000"
"1430","July",2004,"Unprovoked","USA","Swimming","F","Injured","1000"
"1431","July",2004,"Unprovoked","USA","Fishing","M","Injured","1000"
"1432","July",2004,"Boating","AUSTRALIA","Fishing","M","No Injury","1000"
"1433","July",2004,"Unprovoked","JAPAN","Fishing","M","Injured","1000"
"1434","July",2004,"Unprovoked","AUSTRALIA","Surfing","M","Fatal","1000"
"1435","July",2004,"Unprovoked","EGYPT","Diving","F","Injured","1000"
"1436","July",2004,"Unprovoked","USA","Wading","M","Injured","1000"
"1437","June",2004,"Unprovoked","USA","Surfing","M","No Injury","1530"
"1438","June",2004,"Unprovoked","AUSTRALIA","Fishing","M","No Injury","1530"
"1439","June",2004,"Unprovoked","USA","Diving","F","Injured","1300"
"1440","June",2004,"Unprovoked","AUSTRALIA","Surfing","M","Injured","1300"
"1441","June",2004,"Unprovoked","USA","Swimming","M","Injured","1020"
"1442","June",2004,"Unprovoked","SOUTH AFRICA","Swimming","M","Fatal","1020"
"1443","May",2004,"Unprovoked","USA","Wading","M","Injured","1745"
"1444","May",2004,"Unprovoked","BRAZIL","Swimming","M","Injured","1015"
"1445","May",2004,"Unprovoked","USA","Surfing","M","No Injury","1400"
"1446","May",2004,"Unprovoked","USA","Swimming","M","Injured","1400"
"1447","May",2004,"Unprovoked","USA","Swimming","M","Injured","1945"
"1449","May",2004,"Unprovoked","BRAZIL","Wading","F","Injured","1530"
"1450","May",2004,"Provoked","BAHAMAS","Diving","M","Injured","1200"
"1451","May",2004,"Unprovoked","USA","Surfing","M","No Injury","1830"
"1452","May",2004,"Unprovoked","BRAZIL","Swimming","M","Fatal","0645"
"1453","April",2004,"Unprovoked","AUSTRALIA","Diving","M","Injured","0645"
"1454","April",2004,"Boating","NEW ZEALAND","Fishing","M","No Injury","1200"
"1455","April",2004,"Unprovoked"," TONGA","Fishing","M","Fatal","0730"
"1456","April",2004,"Unprovoked"," TONGA","Fishing","M","Fatal","1300"
"1457","April",2004,"Unprovoked","USA","Surfing","M","Fatal","1400"
"1458","April",2004,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1600"
"1461","March",2004,"Unprovoked","USA","Surfing","M","Injured","1600"
"1462","March",2004,"Unprovoked","BRAZIL","Surfing","M","Injured","1200"
"1463","March",2004,"Unprovoked","USA","Surfing","M","Injured","1200"
"1464","March",2004,"Unprovoked","REUNION","Surfing","M","Injured","1800"
"1465","March",2004,"Unprovoked","USA","Swimming","M","Injured","1400"
"1466","March",2004,"Unprovoked","USA","Diving","F","Injured","1400"
"1467","March",2004,"Unprovoked","NEW ZEALAND","Fishing","M","No Injury","1400"
"1468","March",2004,"Unprovoked","USA","Surfing","M","No Injury","1100"
"1469","March",2004,"Unprovoked","AUSTRALIA","Fishing","M","Injured","1100"
"1470","February",2004,"Unprovoked","BRAZIL","Swimming","M","Fatal","1400"
"1471","February",2004,"Unprovoked","NEW ZEALAND","Surfing","M","Injured","1400"
"1472","February",2004,"Unprovoked","AUSTRALIA","Swimming","M","Injured","1400"
"1473","February",2004,"Unprovoked","AUSTRALIA","Diving","M","Injured","1400"
"1474","February",2004,"Unprovoked","EGYPT","Diving","M","Fatal","1530"
"1475","February",2004,"Unprovoked","AUSTRALIA","Diving","M","Injured","1530"
"1476","January",2004,"Unprovoked","AUSTRALIA","Diving","M","Injured","1700"
"1477","January",2004,"Unprovoked","URUGUAY","Surfing","M","Injured","1700"
"1478","January",2004,"Unprovoked","NEW ZEALAND","Surfing","M","No Injury","1700"
"1479","January",2004,"Unprovoked","VENEZUELA","Swimming","M","Injured","1700"
"1480","January",2004,"Unprovoked","VENEZUELA","Fishing","M","Injured","1700"
"1481","January",2004,"Boating","SOUTH AFRICA","Surfing","M","No Injury","1700"
"1482","January",2004,"Unprovoked","AUSTRALIA","Diving","M","No Injury","1045"
"1483","January",2004,"Unprovoked","SOUTH AFRICA","Surfing","M","Injured","1045"
"1484","January",2004,"Unprovoked","NEW ZEALAND","Fishing","M","No Injury","1045"
"1485","January",2004,"Sea Disaster","EGYPT","Air/Sea Disaster","M","Fatal","1045"
"1486","July",2004,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1045"
"1488","December",2003,"Unprovoked","USA","Swimming","M","Injured","1025"
"1489","December",2003,"Unprovoked","USA","Swimming","M","Injured","1400"
"1490","December",2003,"Unprovoked","NEW ZEALAND","Swimming","M","Fatal","1400"
"1491","December",2003,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1400"
"1492","November",2003,"Unprovoked","AUSTRALIA","Swimming","M","Injured","2330"
"1493","November",2003,"Unprovoked","AUSTRALIA","Swimming","M","Injured","2330"
"1494","November",2003,"Unprovoked","SOUTH AFRICA","Fishing","M","Fatal","1530"
"1495","November",2003,"Unprovoked","USA","Surfing","F","Injured","1530"
"1496","November",2003,"Unprovoked","INDIA","Swimming","M","Injured","1530"
"1497","November",2003,"Unprovoked","USA","Surfing","M","Injured","1530"
"1498","November",2003,"Unprovoked","EGYPT","Diving","M","Injured","0300"
"1499","November",2003,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1700"
"1500","November",2003,"Unprovoked","AUSTRALIA","Standing","M","Injured","1830"
"1501","November",2003,"Provoked","PANAMA","Fishing","M","Injured","1800"
"1502","October",2003,"Unprovoked","USA","Surfing","M","Injured","0732"
"1503","October",2003,"Unprovoked","AUSTRALIA","Surfing","M","Injured","0732"
"1504","October",2003,"Unprovoked","USA","Surfing","F","Injured","0830"
"1505","October",2003,"Unprovoked","USA","Surfing","M","Injured","0830"
"1506","October",2003,"Unprovoked","USA","Diving","M","Injured","0830"
"1507","October",2003,"Unprovoked","USA","Surfing","M","Injured","0830"
"1508","October",2003,"Unprovoked","USA","Boating","M","Fatal","0830"
"1509","October",2003,"Unprovoked","USA","Surfing","F","Injured","0830"
"1510","October",2003,"Unprovoked","USA","Surfing","M","Injured","0830"
"1511","October",2003,"Provoked","USA","Surfing","M","Injured","2000"
"1512","October",2003,"Unprovoked","USA","Surfing","M","Injured","2000"
"1513","October",2003,"Unprovoked","USA","Fishing","F","Injured","2000"
"1514","September",2003,"Unprovoked","FIJI","Boating","M","Fatal","1400"
"1515","September",2003,"Unprovoked","USA","Surfing","M","Injured","1400"
"1516","September",2003,"Unprovoked","USA","Surfing","M","Injured","1730"
"1517","September",2003,"Unprovoked","USA","Surfing","M","Injured","1730"
"1518","September",2003,"Unprovoked","USA","Surfing","M","Injured","1730"
"1519","September",2003,"Unprovoked","USA","Surfing","M","Injured","1730"
"1520","September",2003,"Boating","SOUTH AFRICA","Fishing","M","No Injury","1730"
"1521","September",2003,"Unprovoked","USA","Swimming","F","Injured","1730"
"1522","September",2003,"Unprovoked","USA","Surfing","M","Injured","1730"
"1523","September",2003,"Unprovoked","USA","Standing","M","Injured","1730"
"1524","September",2003,"Unprovoked","SOUTH AFRICA","Surfing","M","Fatal","1730"
"1525","September",2003,"Unprovoked","USA","Fishing","M","Injured","1730"
"1526","August",2003,"Provoked","USA","Fishing","M","Injured","1100"
"1527","August",2003,"Unprovoked","USA","Swimming","F","Fatal","1100"
"1528","August",2003,"Unprovoked","USA","Swimming","M","Injured","1100"
"1529","August",2003,"Unprovoked","SOUTH AFRICA","Surfing","M","No Injury","1100"
"1530","July",2003,"Unprovoked","AUSTRALIA","Surfing","M","No Injury","1100"
"1531","July",2003,"Unprovoked","USA","Surfing","M","Injured","0900"
"1532","July",2003,"Unprovoked","USA","Wading","F","Injured","1400"
"1533","July",2003,"Unprovoked","BAHAMAS","Fishing","M","Injured","1400"
"1534","July",2003,"Provoked","USA","Surfing","M","Injured","1400"
"1535","July",2003,"Unprovoked","USA","Surfing","M","Injured","1400"
"1536","July",2003,"Unprovoked","BAHAMAS","Fishing","M","Injured","1400"
"1537","July",2003,"Unprovoked","USA","Fishing","M","Injured","1400"
"1538","July",2003,"Unprovoked","FRENCH POLYNESIA","Fishing","M","Injured","2000"
"1539","July",2003,"Unprovoked","NEW ZEALAND","Diving","M","Injured","2000"
"1540","June",2003,"Unprovoked","USA","Surfing","M","Injured","2000"
"1541","June",2003,"Unprovoked","USA","Surfing","M","Injured","2000"
"1543","June",2003,"Unprovoked","USA","Standing","F","Injured","2000"
"1544","June",2003,"Unprovoked","USA","Swimming","M","Injured","1400"
"1545","June",2003,"Unprovoked","USA","Swimming","M","Injured","1400"
"1546","June",2003,"Unprovoked","USA","Surfing","M","Injured","1100"
"1547","June",2003,"Unprovoked","USA","Surfing","M","Injured","1100"
"1548","June",2003,"Unprovoked","USA","Swimming","F","Injured","1100"
"1549","May",2003,"Unprovoked","USA","Surfing","M","Injured","1200"
"1550","May",2003,"Unprovoked","USA","Wading","M","Injured","1700"
"1551","May",2003,"Unprovoked","USA","Swimming","M","Injured","1200"
"1552","May",2003,"Provoked","USA","Surfing","M","Injured","1400"
"1553","May",2003,"Unprovoked","USA","Wading","F","Injured","1200"
"1555","April",2003,"Provoked","BRAZIL","Attempting to approach sharks","M","Injured","1200"
"1556","April",2003,"Unprovoked","BRAZIL","Swimming","M","Injured","2000"
"1557","April",2003,"Unprovoked","BRAZIL","Surfing","M","Injured","2000"
"1558","April",2003,"Unprovoked","BRAZIL","Swimming","M","Injured","2000"
"1559","April",2003,"Unprovoked","USA","Surfing","M","Injured","2000"
"1560","April",2003,"Unprovoked","USA","Surfing","M","Injured","2000"
"1561","April",2003,"Unprovoked","USA","Surfing","M","Injured","2000"
"1562","April",2003,"Unprovoked","USA","Surfing","M","Injured","1300"
"1563","April",2003,"Unprovoked","USA","Surfing","M","Injured","1300"
"1564","April",2003,"Unprovoked","USA","Jumping","M","Injured","1300"
"1565","April",2003,"Unprovoked","USA","Surfing","M","Injured","1300"
"1566","April",2003,"Unprovoked","USA","Swimming","M","Injured","1300"
"1567","April",2003,"Unprovoked","VENEZUELA","Surfing","M","Injured","1300"
